Date,Price,Open,High,Low,Vol.,Change %
3/30/2016,4816.65,4797.15,4833.12,4792.26,3.82B,0.74%
3/31/2016,4845.37,4827.10,4845.37,4808.26,5.09B,0.60%
4/1/2016,4843.19,4843.39,4844.36,4819.93,3.09B,-0.04%
4/4/2016,4850.18,4840.15,4864.94,4838.98,3.70B,0.14%
4/5/2016,4858.07,4848.85,4883.68,4843.16,3.39B,0.16%
4/6/2016,4868.23,4863.06,4879.00,4861.58,4.75B,0.21%
4/7/2016,4867.28,4884.84,4900.47,4858.50,4.93B,-0.02%
4/8/2016,4846.70,4839.65,4862.81,4829.44,4.23B,-0.42%
4/11/2016,4786.97,4833.35,4843.63,4766.81,3.32B,-1.23%
4/12/2016,4829.57,4788.42,4829.57,4776.98,3.73B,0.89%
4/13/2016,4853.01,4846.98,4856.59,4831.57,6.74B,0.49%
4/14/2016,4814.85,4872.23,4873.43,4814.85,4.46B,-0.79%
4/15/2016,4823.57,4834.90,4839.02,4793.14,3.61B,0.18%
4/18/2016,4865.53,4812.58,4865.53,4800.26,3.14B,0.87%
4/19/2016,4881.93,4875.50,4886.50,4864.89,4.45B,0.34%
4/20/2016,4876.60,4876.25,4883.14,4857.72,4.41B,-0.11%
4/21/2016,4903.09,4884.92,4906.83,4884.84,3.81B,0.54%
4/22/2016,4914.74,4898.73,4917.59,4883.88,3.93B,0.24%
4/25/2016,4878.86,4920.40,4920.40,4863.34,4.23B,-0.73%
4/26/2016,4814.09,4866.15,4866.39,4788.38,3.81B,-1.33%
4/27/2016,4845.66,4807.69,4845.66,4803.21,4.70B,0.66%
4/28/2016,4848.39,4861.95,4877.17,4830.69,4.76B,0.06%
4/29/2016,4838.58,4839.37,4839.62,4818.85,3.73B,-0.20%
5/2/2016,4808.32,4828.96,4835.52,4770.56,3.12B,-0.63%
5/3/2016,4812.26,4818.97,4833.99,4806.03,3.53B,0.08%
5/4/2016,4822.60,4808.65,4822.60,4765.41,3.72B,0.21%
5/9/2016,4749.31,4808.52,4812.89,4745.50,3.27B,-1.52%
5/10/2016,4763.11,4749.52,4766.71,4728.54,3.17B,0.29%
5/11/2016,4799.96,4781.14,4811.60,4770.37,2.73B,0.77%
5/12/2016,4803.32,4795.74,4825.18,4792.21,3.06B,0.07%
5/13/2016,4761.72,4801.19,4803.00,4745.91,3.43B,-0.87%
5/16/2016,4731.56,4745.47,4748.82,4720.24,2.95B,-0.63%
5/17/2016,4729.16,4737.17,4745.15,4717.26,3.45B,-0.05%
5/18/2016,4734.36,4721.90,4743.07,4713.72,3.69B,0.11%
5/19/2016,4704.22,4733.47,4739.32,4691.57,3.06B,-0.64%
5/20/2016,4711.88,4698.97,4722.28,4690.56,2.99B,0.16%
5/23/2016,4743.66,4714.68,4743.66,4714.68,2.77B,0.67%
5/24/2016,4710.78,4738.16,4750.36,4710.78,3.35B,-0.69%
5/25/2016,4772.98,4733.89,4772.98,4733.55,3.69B,1.32%
5/26/2016,4784.56,4777.57,4784.66,4761.46,3.06B,0.24%
5/27/2016,4814.73,4782.45,4814.73,4778.54,3.21B,0.63%
5/30/2016,4836.03,4819.05,4845.12,4817.07,3.68B,0.44%
5/31/2016,4796.87,4833.72,4836.37,4792.20,4.24B,-0.81%
6/1/2016,4839.67,4801.85,4851.74,4800.71,2.74B,0.89%
6/2/2016,4833.23,4836.51,4860.86,4833.23,2.82B,-0.13%
6/3/2016,4853.92,4845.42,4861.30,4839.08,2.69B,0.43%
6/6/2016,4896.02,4862.57,4896.02,4860.63,3.17B,0.87%
6/7/2016,4933.99,4908.24,4933.99,4907.51,4.22B,0.78%
6/8/2016,4916.06,4928.09,4940.10,4892.63,3.71B,-0.36%
6/9/2016,4876.79,4913.01,4919.16,4876.79,4.33B,-0.80%
6/10/2016,4848.06,4882.27,4887.59,4848.06,7.74B,-0.59%
6/13/2016,4807.23,4838.02,4838.02,4807.23,6.74B,-0.84%
6/14/2016,4821.59,4797.62,4833.40,4792.53,6.20B,0.30%
6/15/2016,4814.82,4811.23,4814.82,4789.09,5.37B,-0.14%
6/16/2016,4814.39,4819.23,4829.45,4801.87,3.99B,-0.01%
6/17/2016,4835.14,4825.73,4838.03,4806.60,4.25B,0.43%
6/20/2016,4863.53,4849.69,4863.53,4828.59,4.39B,0.59%
6/21/2016,4878.71,4873.44,4889.45,4868.23,5.15B,0.31%
6/22/2016,4896.85,4876.87,4899.20,4876.87,5.72B,0.37%
6/23/2016,4874.31,4896.80,4899.50,4856.05,5.35B,-0.46%
6/24/2016,4834.57,4878.05,4884.80,4754.36,5.72B,-0.82%
6/27/2016,4836.05,4804.05,4846.42,4795.96,3.87B,0.03%
6/28/2016,4882.17,4836.13,4890.60,4835.43,4.78B,0.95%
6/29/2016,4980.10,4905.98,4980.10,4905.98,4.10B,2.01%
6/30/2016,5016.65,4999.88,5033.24,4996.40,5.50B,0.73%
7/1/2016,4971.58,5027.62,5039.69,4971.58,4.05B,-0.90%
7/11/2016,5069.02,5021.24,5080.30,5018.40,4.29B,1.96%
7/12/2016,5099.53,5092.16,5120.13,5075.56,5.83B,0.60%
7/13/2016,5133.93,5112.99,5133.93,5090.59,5.88B,0.67%
7/14/2016,5083.54,5125.69,5131.03,5081.03,5.26B,-0.98%
7/15/2016,5110.18,5090.25,5130.34,5090.25,4.99B,0.52%
7/18/2016,5127.50,5107.92,5131.70,5093.15,4.92B,0.34%
7/19/2016,5172.83,5132.90,5193.90,5132.90,5.22B,0.88%
7/20/2016,5242.82,5185.59,5242.82,5185.59,5.11B,1.35%
7/21/2016,5216.97,5246.30,5268.87,5213.99,6.32B,-0.49%
7/22/2016,5197.25,5215.17,5215.53,5179.62,4.06B,-0.38%
7/25/2016,5220.80,5201.45,5227.11,5197.81,3.75B,0.45%
7/26/2016,5224.40,5218.27,5231.50,5200.62,5.06B,0.07%
7/27/2016,5274.36,5245.40,5301.93,5245.40,4.93B,0.96%
7/28/2016,5299.21,5278.50,5299.21,5255.47,5.57B,0.47%
7/29/2016,5215.99,5300.90,5334.12,5215.99,6.86B,-1.57%
8/1/2016,5361.58,5280.21,5368.25,5279.59,6.23B,2.79%
8/2/2016,5373.32,5356.91,5386.56,5356.43,6.32B,0.22%
8/3/2016,5351.88,5367.58,5383.50,5331.33,5.98B,-0.40%
8/4/2016,5373.86,5365.01,5389.61,5357.61,5.63B,0.41%
8/5/2016,5420.25,5380.11,5427.52,5377.42,5.79B,0.86%
8/8/2016,5458.98,5435.21,5458.98,5427.27,6.13B,0.71%
8/9/2016,5440.29,5459.89,5476.22,5428.68,6.98B,-0.34%
8/10/2016,5423.95,5439.76,5457.12,5405.89,8.80B,-0.30%
8/11/2016,5419.09,5438.09,5455.80,5397.31,8.85B,-0.09%
8/12/2016,5377.20,5432.83,5449.06,5366.34,4.64B,-0.77%
8/15/2016,5320.56,5390.02,5396.95,5296.59,5.69B,-1.05%
8/16/2016,5371.85,5341.93,5377.42,5338.64,4.34B,0.96%
8/18/2016,5461.45,5387.77,5461.45,5386.12,5.19B,1.67%
8/19/2016,5416.03,5468.01,5470.98,5416.03,4.61B,-0.83%
8/22/2016,5427.18,5425.90,5435.19,5398.80,6.47B,0.21%
8/23/2016,5417.14,5434.03,5438.50,5351.07,5.92B,-0.18%
8/24/2016,5403.99,5406.81,5418.45,5385.24,5.57B,-0.24%
8/25/2016,5454.12,5413.99,5454.12,5412.53,4.80B,0.93%
8/26/2016,5438.83,5454.07,5456.64,5419.74,6.31B,-0.28%
8/29/2016,5370.76,5425.15,5426.22,5348.05,5.42B,-1.25%
8/30/2016,5362.32,5368.57,5388.64,5336.71,5.65B,-0.16%
8/31/2016,5386.08,5355.12,5399.16,5353.29,4.95B,0.44%
9/1/2016,5334.55,5368.52,5376.64,5320.08,4.72B,-0.96%
9/2/2016,5353.46,5323.57,5359.91,5323.04,4.66B,0.35%
9/5/2016,5356.95,5378.62,5396.92,5347.59,4.94B,0.07%
9/6/2016,5372.10,5363.05,5373.21,5342.56,4.12B,0.28%
9/7/2016,5381.35,5382.22,5393.09,5357.52,3.72B,0.17%
9/8/2016,5371.08,5383.06,5383.54,5364.61,4.14B,-0.19%
9/9/2016,5281.92,5355.34,5358.51,5281.92,4.33B,-1.66%
9/13/2016,5215.57,5266.11,5268.54,5211.87,4.38B,-1.26%
9/14/2016,5146.04,5188.40,5189.36,5128.17,5.08B,-1.33%
9/15/2016,5265.82,5160.75,5270.49,5158.73,4.59B,2.33%
9/16/2016,5267.77,5287.42,5305.09,5252.26,4.74B,0.04%
9/19/2016,5321.84,5289.12,5331.97,5286.14,3.36B,1.03%
9/20/2016,5302.49,5323.30,5336.25,5298.28,5.41B,-0.36%
9/21/2016,5342.59,5295.88,5348.00,5275.19,4.65B,0.76%
9/22/2016,5380.26,5382.32,5411.61,5368.56,4.74B,0.71%
9/23/2016,5388.91,5375.71,5388.91,5355.93,4.39B,0.16%
9/26/2016,5352.14,5375.16,5375.88,5337.02,3.77B,-0.68%
9/27/2016,5419.60,5336.55,5419.60,5295.66,5.10B,1.26%
9/28/2016,5425.34,5390.76,5432.98,5382.24,6.72B,0.11%
9/29/2016,5431.96,5442.82,5474.31,5431.96,6.94B,0.12%
9/30/2016,5364.80,5412.38,5437.97,5364.80,5.36B,-1.24%
10/3/2016,5463.91,5403.86,5463.91,5403.86,5.39B,1.85%
10/4/2016,5472.32,5475.63,5482.84,5460.71,5.37B,0.15%
10/5/2016,5420.65,5458.00,5460.16,5399.22,6.50B,-0.94%
10/6/2016,5409.34,5428.45,5447.26,5390.09,7.18B,-0.21%
10/7/2016,5377.15,5403.84,5409.20,5363.47,5.94B,-0.60%
10/10/2016,5360.83,5371.00,5397.15,5352.82,6.48B,-0.30%
10/11/2016,5382.00,5372.69,5385.76,5345.07,8.49B,0.39%
10/12/2016,5364.61,5364.35,5380.56,5350.39,5.55B,-0.32%
10/13/2016,5340.40,5368.22,5384.56,5339.48,5.26B,-0.45%
10/14/2016,5399.89,5338.70,5408.77,5332.08,5.54B,1.11%
10/17/2016,5410.30,5390.96,5422.35,5386.22,6.15B,0.19%
10/18/2016,5430.05,5424.67,5446.83,5422.92,6.27B,0.37%
10/19/2016,5409.29,5436.28,5445.80,5402.15,11.67B,-0.38%
10/20/2016,5403.69,5409.79,5423.29,5395.30,20.13B,-0.10%
10/21/2016,5409.24,5407.23,5416.95,5395.42,7.91B,0.10%
10/24/2016,5421.00,5415.48,5433.34,5411.88,8.11B,0.22%
10/25/2016,5397.82,5426.11,5436.20,5397.82,8.50B,-0.43%
10/26/2016,5399.68,5387.70,5406.58,5381.70,19.88B,0.03%
10/27/2016,5416.84,5405.70,5427.53,5403.86,33.31B,0.32%
10/28/2016,5410.27,5414.51,5426.26,5402.43,10.93B,-0.12%
10/31/2016,5422.54,5413.57,5429.07,5406.01,13.51B,0.23%
11/1/2016,5416.01,5430.74,5439.03,5415.03,8.01B,-0.12%
11/2/2016,5405.45,5415.02,5420.36,5393.51,9.55B,-0.19%
11/3/2016,5329.50,5395.87,5402.05,5329.50,7.16B,-1.41%
11/4/2016,5362.66,5310.78,5362.66,5303.36,6.34B,0.62%
11/7/2016,5386.21,5361.02,5395.32,5341.86,8.40B,0.44%
11/8/2016,5470.68,5407.39,5476.07,5407.39,10.04B,1.57%
11/9/2016,5414.32,5478.03,5491.70,5345.13,10.72B,-1.03%
11/10/2016,5450.31,5444.04,5482.11,5443.73,8.65B,0.66%
11/11/2016,5231.97,5380.64,5380.69,5231.97,10.09B,-4.01%
11/14/2016,5115.74,5194.93,5196.78,5043.35,9.16B,-2.22%
11/15/2016,5078.50,5121.48,5169.36,5073.42,7.66B,-0.73%
11/16/2016,5185.47,5112.50,5201.17,5112.50,8.04B,2.11%
11/17/2016,5193.02,5180.48,5202.31,5162.81,7.53B,0.15%
11/18/2016,5170.11,5195.08,5196.91,5139.20,7.16B,-0.44%
11/21/2016,5148.32,5150.83,5158.76,5130.44,9.11B,-0.42%
11/22/2016,5204.67,5140.66,5204.67,5140.52,9.77B,1.09%
11/23/2016,5212.00,5192.35,5212.00,5182.35,8.68B,0.14%
11/24/2016,5107.62,5179.22,5194.24,5102.42,7.90B,-2.00%
11/25/2016,5122.10,5097.11,5129.75,5096.67,8.42B,0.28%
11/28/2016,5114.57,5111.42,5120.86,5091.61,12.12B,-0.15%
11/29/2016,5136.67,5108.75,5164.58,5108.75,12.47B,0.43%
11/30/2016,5148.91,5148.91,5182.14,5146.52,11.65B,0.24%
12/1/2016,5198.76,5168.63,5211.92,5168.07,10.94B,0.97%
12/2/2016,5245.96,5207.92,5250.29,5199.14,7.94B,0.91%
12/5/2016,5268.31,5239.90,5280.32,5239.90,7.13B,0.43%
12/6/2016,5272.97,5279.98,5288.91,5259.19,6.83B,0.09%
12/7/2016,5265.37,5272.10,5273.52,5229.80,6.22B,-0.14%
12/8/2016,5303.73,5268.24,5303.73,5263.44,6.77B,0.73%
12/9/2016,5308.13,5297.55,5308.13,5284.77,5.14B,0.08%
12/13/2016,5293.62,5296.19,5300.72,5264.74,5.55B,-0.27%
12/14/2016,5262.82,5287.19,5306.34,5259.68,5.34B,-0.58%
12/15/2016,5254.36,5230.56,5266.06,5210.63,6.63B,-0.16%
12/16/2016,5231.65,5260.13,5263.01,5231.65,6.02B,-0.43%
12/19/2016,5191.91,5224.07,5240.43,5190.93,6.19B,-0.76%
12/20/2016,5162.48,5179.18,5194.73,5142.39,7.42B,-0.57%
12/21/2016,5111.39,5179.03,5188.95,5111.39,5.58B,-0.99%
12/22/2016,5042.87,5114.40,5120.36,5032.91,5.41B,-1.34%
12/23/2016,5027.70,5036.29,5078.23,5022.85,5.31B,-0.30%
12/27/2016,5102.95,5028.36,5112.78,5028.20,5.79B,1.50%
12/28/2016,5209.44,5140.14,5213.27,5139.77,5.41B,2.09%
12/29/2016,5302.57,5205.27,5311.61,5200.27,5.59B,1.79%
12/30/2016,5296.71,5307.36,5334.79,5296.71,6.19B,-0.11%
1/3/2017,5275.97,5290.39,5292.18,5246.85,3.42B,-0.39%
1/4/2017,5301.18,5270.02,5312.96,5249.23,5.48B,0.48%
1/5/2017,5325.50,5302.63,5328.49,5302.63,7.96B,0.46%
1/6/2017,5347.02,5321.74,5350.24,5318.39,7.38B,0.40%
1/9/2017,5316.36,5350.88,5360.06,5307.59,10.00B,-0.57%
1/10/2017,5309.92,5330.02,5331.13,5292.06,7.30B,-0.12%
1/11/2017,5301.24,5316.15,5322.98,5301.24,8.73B,-0.16%
1/12/2017,5292.75,5301.04,5322.42,5292.75,10.39B,-0.16%
1/13/2017,5272.98,5299.05,5310.42,5272.98,7.25B,-0.37%
1/16/2017,5270.01,5283.62,5291.50,5270.01,7.53B,-0.06%
1/17/2017,5266.94,5266.92,5287.12,5265.60,8.96B,-0.06%
1/18/2017,5294.78,5273.29,5294.78,5273.29,11.70B,0.53%
1/19/2017,5298.95,5302.21,5309.95,5288.58,8.80B,0.08%
1/20/2017,5254.31,5290.56,5293.08,5243.75,15.78B,-0.84%
1/23/2017,5250.97,5250.64,5265.44,5228.29,15.21B,-0.06%
1/24/2017,5292.09,5267.73,5297.49,5267.73,15.17B,0.78%
1/25/2017,5293.78,5302.87,5310.67,5287.13,27.78B,0.03%
1/26/2017,5317.63,5305.11,5327.51,5291.44,19.67B,0.45%
1/27/2017,5312.84,5304.96,5321.68,5297.26,14.72B,-0.09%
1/30/2017,5302.66,5321.55,5331.52,5302.66,19.93B,-0.19%
1/31/2017,5294.10,5316.67,5321.35,5294.10,19.74B,-0.16%
2/1/2017,5327.16,5319.94,5341.48,5317.49,26.47B,0.62%
2/2/2017,5353.71,5327.02,5353.71,5326.99,17.08B,0.50%
2/3/2017,5360.77,5355.27,5366.44,5354.59,1.35B,0.13%
2/6/2017,5395.99,5369.52,5395.99,5369.44,15.81B,0.66%
2/7/2017,5381.48,5387.65,5396.10,5380.60,17.67B,-0.27%
2/8/2017,5361.09,5380.11,5382.07,5349.46,33.51B,-0.38%
2/9/2017,5372.08,5366.34,5384.96,5363.47,26.63B,0.21%
2/10/2017,5371.67,5378.92,5400.17,5371.67,17.24B,-0.01%
2/13/2017,5409.56,5396.56,5418.38,5388.68,18.81B,0.71%
2/14/2017,5380.67,5402.56,5409.35,5370.49,14.73B,-0.53%
2/16/2017,5378.00,5389.07,5395.28,5357.71,22.51B,-0.05%
2/17/2017,5350.93,5366.85,5370.33,5340.86,18.48B,-0.50%
2/20/2017,5359.29,5358.55,5373.09,5351.02,11.13B,0.16%
2/21/2017,5340.99,5363.61,5375.70,5336.84,21.61B,-0.34%
2/22/2017,5358.68,5353.11,5360.41,5331.43,19.54B,0.33%
2/23/2017,5372.75,5348.36,5373.64,5347.86,18.03B,0.26%
2/24/2017,5385.91,5371.02,5391.26,5370.79,12.00B,0.24%
2/27/2017,5382.87,5387.82,5393.66,5368.42,10.56B,-0.06%
2/28/2017,5386.69,5390.34,5405.79,5386.69,8.48B,0.07%
3/1/2017,5363.06,5389.17,5392.79,5350.91,8.33B,-0.44%
3/2/2017,5408.25,5394.73,5431.17,5394.73,7.65B,0.84%
3/3/2017,5391.22,5402.58,5410.90,5384.79,11.02B,-0.31%
3/6/2017,5409.82,5398.05,5409.82,5386.82,10.52B,0.34%
3/7/2017,5402.61,5416.02,5427.91,5386.32,9.91B,-0.13%
3/8/2017,5393.76,5407.53,5415.23,5390.01,7.51B,-0.16%
3/9/2017,5402.39,5393.94,5405.59,5387.00,7.16B,0.16%
3/10/2017,5390.68,5414.91,5415.72,5369.75,8.19B,-0.22%
3/13/2017,5409.37,5389.20,5409.37,5386.34,7.32B,0.35%
3/14/2017,5431.59,5415.95,5449.76,5412.96,8.48B,0.41%
3/15/2017,5432.38,5433.68,5447.49,5424.52,7.81B,0.01%
3/16/2017,5518.24,5461.91,5518.24,5458.42,8.24B,1.58%
3/17/2017,5540.43,5539.82,5557.98,5499.39,9.07B,0.40%
3/20/2017,5533.99,5552.39,5566.93,5510.27,8.65B,-0.12%
3/21/2017,5543.09,5541.05,5554.44,5525.98,8.12B,0.16%
3/22/2017,5534.09,5512.73,5534.09,5486.85,8.41B,-0.16%
3/23/2017,5563.76,5539.64,5576.67,5532.65,7.33B,0.54%
3/24/2017,5567.13,5565.62,5581.18,5546.83,6.67B,0.06%
3/27/2017,5541.20,5557.93,5567.43,5531.33,6.48B,-0.47%
3/29/2017,5592.51,5552.78,5592.77,5552.78,7.47B,0.93%
3/30/2017,5592.95,5581.12,5592.95,5555.37,10.14B,0.01%
3/31/2017,5568.11,5589.52,5606.02,5568.11,7.60B,-0.44%
4/3/2017,5606.79,5583.35,5616.94,5581.31,8.39B,0.69%
4/4/2017,5651.82,5611.66,5654.40,5608.52,10.97B,0.80%
4/5/2017,5676.98,5668.00,5676.98,5644.79,8.65B,0.45%
4/6/2017,5680.24,5668.31,5680.24,5645.31,7.09B,0.06%
4/7/2017,5653.49,5674.01,5677.72,5643.35,6.64B,-0.47%
4/10/2017,5644.30,5662.67,5677.07,5628.98,7.50B,-0.16%
4/11/2017,5627.93,5647.90,5658.73,5621.79,9.81B,-0.29%
4/12/2017,5644.15,5633.98,5650.03,5631.75,8.69B,0.29%
4/13/2017,5616.55,5658.20,5660.39,5613.54,6.41B,-0.49%
4/17/2017,5577.49,5624.62,5631.51,5577.49,6.28B,-0.70%
4/18/2017,5606.52,5597.67,5626.52,5597.17,7.21B,0.52%
4/20/2017,5595.31,5609.89,5619.36,5590.03,7.62B,-0.20%
4/21/2017,5664.48,5600.42,5664.48,5599.49,5.51B,1.24%
4/25/2017,5680.80,5690.89,5696.39,5653.68,6.15B,0.29%
4/26/2017,5726.53,5687.08,5726.53,5679.59,6.80B,0.80%
4/27/2017,5707.03,5708.23,5718.90,5697.79,7.08B,-0.34%
4/28/2017,5685.30,5715.09,5724.51,5684.59,5.98B,-0.38%
5/2/2017,5675.81,5703.87,5714.34,5675.81,5.96B,-0.17%
5/3/2017,5647.37,5681.60,5686.82,5647.32,6.77B,-0.50%
5/4/2017,5669.44,5656.09,5676.01,5643.05,6.82B,0.39%
5/5/2017,5683.38,5665.11,5696.48,5659.97,7.74B,0.25%
5/8/2017,5707.86,5699.30,5727.49,5692.56,7.18B,0.43%
5/9/2017,5697.06,5730.25,5745.85,5693.68,6.14B,-0.19%
5/10/2017,5653.01,5697.96,5718.59,5636.20,7.53B,-0.77%
5/12/2017,5675.22,5680.59,5698.96,5668.72,8.22B,0.39%
5/15/2017,5688.87,5689.81,5693.99,5649.08,6.38B,0.24%
5/16/2017,5647.00,5690.30,5696.62,5647.00,5.59B,-0.74%
5/17/2017,5615.49,5661.48,5664.32,5608.80,5.49B,-0.56%
5/18/2017,5645.45,5590.47,5645.45,5577.52,7.07B,0.53%
5/19/2017,5791.88,5643.54,5825.21,5630.07,7.29B,2.59%
5/22/2017,5749.44,5837.18,5874.44,5743.39,6.06B,-0.73%
5/23/2017,5730.61,5770.62,5777.69,5692.98,5.53B,-0.33%
5/24/2017,5703.43,5678.39,5704.71,5672.04,6.17B,-0.47%
5/26/2017,5716.81,5713.35,5728.60,5703.89,5.94B,0.23%
5/29/2017,5712.33,5728.81,5730.84,5703.46,5.17B,-0.08%
5/30/2017,5693.39,5700.77,5730.06,5693.39,6.47B,-0.33%
5/31/2017,5738.15,5697.81,5738.15,5697.81,9.41B,0.79%
6/2/2017,5742.45,5749.42,5752.66,5726.01,6.68B,0.07%
6/5/2017,5748.23,5747.89,5765.83,5737.58,5.83B,0.10%
6/6/2017,5707.83,5743.40,5754.29,5701.66,6.30B,-0.70%
6/7/2017,5717.32,5716.97,5735.99,5709.15,4.83B,0.17%
6/8/2017,5702.92,5719.03,5725.88,5702.92,4.67B,-0.25%
6/9/2017,5675.52,5699.25,5704.86,5669.87,5.27B,-0.48%
6/12/2017,5691.44,5668.72,5716.54,5668.72,3.90B,0.28%
6/13/2017,5707.65,5694.95,5715.21,5693.88,4.53B,0.28%
6/14/2017,5792.90,5708.07,5792.90,5707.92,5.07B,1.49%
6/15/2017,5776.28,5776.30,5791.20,5768.15,3.47B,-0.29%
6/16/2017,5723.64,5768.16,5797.12,5720.93,5.41B,-0.91%
6/19/2017,5741.91,5731.08,5745.57,5726.77,5.69B,0.32%
6/20/2017,5791.90,5749.58,5791.90,5747.45,4.91B,0.87%
6/21/2017,5818.55,5772.09,5818.55,5771.58,4.27B,0.46%
6/22/2017,5829.71,5830.98,5831.34,5804.60,3.74B,0.19%
7/3/2017,5910.24,5846.60,5910.24,5831.20,4.88B,1.38%
7/4/2017,5865.36,5886.72,5896.37,5858.61,3.93B,-0.76%
7/5/2017,5825.05,5865.43,5874.69,5808.35,4.73B,-0.69%
